Date,Price,Open,High,Low,Vol.,Change %
"Feb 26, 2020","10,512.15","10,405.30","10,546.67","10,216.55",114.16M,0.32%
"Feb 25, 2020","10,478.51","10,749.59","10,779.15","10,467.21",102.52M,-2.19%
"Feb 24, 2020","10,712.84","11,086.00","11,086.85","10,650.07",126.83M,-3.58%
"Feb 21, 2020","11,110.78","11,108.27","11,172.44","11,057.53",106.25M,-0.39%
"Feb 20, 2020","11,154.53","11,255.66","11,270.00","11,154.53",93.01M,-0.96%
"Feb 19, 2020","11,263.01","11,189.81","11,264.33","11,173.66",58.00M,1.05%
"Feb 18, 2020","11,146.28","11,094.87","11,178.65","11,094.09",51.96M,-0.20%
"Feb 17, 2020","11,168.45","11,156.24","11,180.98","11,136.36",37.29M,0.36%
"Feb 14, 2020","11,128.81","11,105.61","11,152.57","11,078.95",54.16M,0.33%
"Feb 13, 2020","11,092.35","11,071.39","11,092.35","11,008.51",79.17M,0.03%
"Feb 12, 2020","11,089.24","11,094.01","11,119.89","11,074.56",59.03M,-0.11%
"Feb 11, 2020","11,101.17","11,079.78","11,114.39","11,071.57",57.26M,0.56%
"Feb 10, 2020","11,039.78","10,968.14","11,039.78","10,963.52",51.33M,0.35%
"Feb 07, 2020","11,001.53","10,995.65","11,015.61","10,958.45",83.74M,-0.10%
"Feb 06, 2020","11,012.36","11,040.17","11,061.18","10,979.82",62.98M,0.17%
"Feb 05, 2020","10,994.15","10,789.72","11,006.72","10,781.57",84.40M,1.79%
"Feb 04, 2020","10,800.64","10,707.44","10,800.64","10,693.32",59.23M,1.27%
"Feb 03, 2020","10,664.95","10,650.02","10,694.76","10,598.12",51.98M,0.35%
"Jan 31, 2020","10,627.88","10,814.28","10,815.62","10,616.81",70.81M,-1.13%
"Jan 30, 2020","10,748.92","10,805.49","10,812.64","10,716.49",65.63M,-1.02%
"Jan 29, 2020","10,859.88","10,795.46","10,880.44","10,772.63",54.35M,0.72%
"Jan 28, 2020","10,781.98","10,729.66","10,789.17","10,662.07",61.40M,0.99%
"Jan 27, 2020","10,675.96","10,762.62","10,780.92","10,639.75",70.88M,-1.60%
"Jan 24, 2020","10,849.75","10,865.96","10,913.20","10,845.69",56.10M,0.33%
"Jan 23, 2020","10,813.94","10,889.06","10,905.43","10,798.62",62.67M,-0.74%
"Jan 22, 2020","10,895.07","10,907.16","10,960.75","10,893.28",67.12M,0.10%
"Jan 21, 2020","10,884.51","10,825.92","10,884.51","10,767.54",87.42M,0.35%
"Jan 20, 2020","10,846.29","10,844.11","10,867.16","10,835.31",44.76M,0.04%
"Jan 17, 2020","10,841.82","10,723.70","10,849.29","10,715.92",71.40M,1.39%
"Jan 16, 2020","10,693.52","10,687.21","10,693.52","10,639.63",48.68M,0.21%
"Jan 15, 2020","10,670.74","10,656.31","10,691.37","10,620.35",59.86M,0.14%
"Jan 14, 2020","10,655.82","10,616.62","10,655.82","10,536.28",64.28M,0.31%
"Jan 13, 2020","10,622.41","10,645.30","10,680.47","10,592.40",48.64M,-0.16%
"Jan 10, 2020","10,639.49","10,678.41","10,688.70","10,638.94",50.66M,-0.11%
"Jan 09, 2020","10,650.97","10,721.87","10,744.92","10,645.82",53.94M,-0.01%
"Jan 08, 2020","10,652.16","10,628.09","10,681.40","10,616.63",59.63M,-0.32%
"Jan 07, 2020","10,686.80","10,714.23","10,747.19","10,655.29",65.95M,0.20%
"Jan 06, 2020","10,665.41","10,652.78","10,675.62","10,548.48",51.78M,-0.32%
"Jan 03, 2020","10,699.82","10,585.29","10,700.86","10,580.92",55.98M,0.78%
"Dec 30, 2019","10,616.94","10,734.47","10,736.35","10,613.12",32.98M,-1.06%
"Dec 27, 2019","10,730.15","10,738.65","10,755.68","10,708.40",29.99M,0.05%
"Dec 23, 2019","10,724.34","10,679.91","10,734.09","10,678.27",36.61M,0.42%
"Dec 20, 2019","10,679.37","10,628.83","10,679.37","10,610.82",106.98M,0.99%
"Dec 19, 2019","10,575.15","10,556.80","10,577.41","10,522.40",53.84M,0.17%
"Dec 18, 2019","10,556.74","10,541.26","10,638.20","10,539.00",62.18M,0.17%
"Dec 17, 2019","10,538.89","10,515.25","10,544.45","10,498.97",74.98M,-0.03%
"Dec 16, 2019","10,541.67","10,478.43","10,562.81","10,458.57",58.96M,1.08%
"Dec 13, 2019","10,429.27","10,465.01","10,507.95","10,424.58",84.75M,-0.21%
"Dec 12, 2019","10,451.36","10,403.35","10,492.35","10,375.56",68.55M,0.44%
"Dec 11, 2019","10,405.31","10,374.60","10,416.41","10,341.19",46.31M,0.14%
"Dec 10, 2019","10,390.53","10,416.57","10,418.60","10,295.58",55.28M,-0.43%
"Dec 09, 2019","10,434.89","10,449.84","10,488.64","10,433.63",38.60M,-0.28%
"Dec 06, 2019","10,463.88","10,378.86","10,472.06","10,376.21",42.99M,0.97%
"Dec 05, 2019","10,363.50","10,362.78","10,438.69","10,353.97",43.48M,0.28%
"Dec 04, 2019","10,334.56","10,245.47","10,344.27","10,237.62",54.67M,0.99%
"Dec 03, 2019","10,232.93","10,371.94","10,380.68","10,221.51",75.71M,-1.12%
"Dec 02, 2019","10,348.44","10,498.60","10,551.51","10,336.32",60.82M,-1.38%
