Date,Price,Open,High,Low,Vol.,Change %
"Jan 24, 2020","23,827.18","23,850.12","23,869.38","23,755.32",486.58M,0.13%
"Jan 23, 2020","23,795.44","23,843.51","23,910.01","23,779.23",555.11M,-0.98%
"Jan 22, 2020","24,031.35","23,835.49","24,040.87","23,831.10",489.71M,0.70%
"Jan 21, 2020","23,864.56","24,072.81","24,081.75","23,843.48",445.89M,-0.91%
"Jan 20, 2020","24,083.51","24,080.68","24,108.11","24,061.67",382.87M,0.18%
"Jan 17, 2020","24,041.26","24,103.45","24,115.95","24,013.75",593.81M,0.45%
"Jan 16, 2020","23,933.13","23,960.20","23,975.38","23,905.38",553.63M,0.07%
"Jan 15, 2020","23,916.58","23,923.48","23,997.39","23,875.82",571.55M,-0.45%
"Jan 14, 2020","24,025.17","23,969.04","24,059.86","23,951.66",642.33M,0.73%
"Jan 10, 2020","23,850.57","23,813.28","23,903.29","23,761.08",558.61M,0.47%
"Jan 09, 2020","23,739.87","23,530.29","23,767.09","23,506.15",621.91M,2.31%
"Jan 08, 2020","23,204.76","23,217.49","23,303.21","22,951.18",794.10M,-1.57%
"Jan 07, 2020","23,575.72","23,320.12","23,577.44","23,299.92",642.51M,1.60%
"Jan 06, 2020","23,204.86","23,319.76","23,365.36","23,148.53",728.30M,-1.91%
"Dec 30, 2019","23,656.62","23,770.93","23,782.49","23,656.62",415.90M,-0.76%
"Dec 27, 2019","23,837.72","23,953.75","23,967.18","23,837.72",448.49M,-0.36%
"Dec 26, 2019","23,924.92","23,787.70","23,931.51","23,775.40",403.42M,0.60%
"Dec 25, 2019","23,782.87","23,813.59","23,824.85","23,782.87",315.89M,-0.20%
"Dec 24, 2019","23,830.58","23,839.18","23,853.56","23,796.35",379.31M,0.04%
"Dec 23, 2019","23,821.11","23,921.29","23,923.09","23,810.82",451.64M,0.02%
"Dec 20, 2019","23,816.63","23,893.45","23,908.77","23,746.63",703.19M,-0.20%
"Dec 19, 2019","23,864.85","23,911.46","23,945.53","23,835.29",556.39M,-0.29%
"Dec 18, 2019","23,934.43","24,023.27","24,046.09","23,919.36",662.68M,-0.55%
"Dec 17, 2019","24,066.12","24,091.12","24,091.12","23,996.51",639.96M,0.47%
"Dec 16, 2019","23,952.35","23,955.20","24,036.30","23,950.05",533.16M,-0.29%
"Dec 13, 2019","24,023.10","23,810.56","24,050.04","23,775.73",1.15B,2.55%
"Dec 12, 2019","23,424.81","23,449.28","23,468.15","23,360.43",562.95M,0.14%
"Dec 11, 2019","23,391.86","23,421.14","23,438.43","23,333.63",613.41M,-0.08%
"Dec 10, 2019","23,410.19","23,372.39","23,449.47","23,336.93",527.60M,-0.09%
"Dec 09, 2019","23,430.70","23,544.31","23,544.31","23,360.01",558.34M,0.33%
"Dec 06, 2019","23,354.40","23,347.67","23,412.48","23,338.40",543.92M,0.23%
"Dec 05, 2019","23,300.09","23,292.70","23,363.44","23,259.82",614.40M,0.71%
"Dec 04, 2019","23,135.23","23,186.74","23,203.77","23,044.78",581.24M,-1.05%
"Dec 03, 2019","23,379.81","23,231.14","23,388.18","23,186.84",588.14M,-0.64%
"Dec 02, 2019","23,529.50","23,388.63","23,562.05","23,378.40",477.25M,1.01%
