Date,Price,Open,High,Low,Vol.,Change %
"Feb 05, 2020","2,165.63","2,177.26","2,181.52","2,154.88",574.40M,0.36%
"Feb 04, 2020","2,157.90","2,121.22","2,162.32","2,120.53",624.64M,1.84%
"Feb 03, 2020","2,118.88","2,086.61","2,126.73","2,082.74",836.70M,-0.01%
"Jan 31, 2020","2,119.01","2,160.60","2,167.23","2,119.01",710.51M,-1.35%
"Jan 30, 2020","2,148.00","2,181.54","2,187.45","2,139.72",602.84M,-1.71%
"Jan 29, 2020","2,185.28","2,188.18","2,195.45","2,172.33",692.30M,0.39%
"Jan 28, 2020","2,176.72","2,192.22","2,199.93","2,166.23",808.88M,-3.09%
"Jan 23, 2020","2,246.13","2,254.54","2,260.63","2,241.94",509.61M,-0.93%
"Jan 22, 2020","2,267.25","2,238.53","2,269.27","2,235.13",608.51M,1.23%
"Jan 21, 2020","2,239.69","2,259.81","2,266.31","2,238.25",770.32M,-1.01%
"Jan 20, 2020","2,262.64","2,261.40","2,277.23","2,258.09",545.49M,0.54%
"Jan 17, 2020","2,250.57","2,261.57","2,268.71","2,245.58",580.82M,0.11%
"Jan 16, 2020","2,248.05","2,231.93","2,249.09","2,225.41",808.33M,0.77%
"Jan 15, 2020","2,230.98","2,229.80","2,238.21","2,223.39",746.16M,-0.35%
"Jan 14, 2020","2,238.88","2,243.06","2,250.79","2,232.94",835.90M,0.43%
"Jan 13, 2020","2,229.26","2,204.49","2,230.43","2,204.49",488.29M,1.04%
"Jan 10, 2020","2,206.39","2,189.48","2,206.92","2,188.10",594.54M,0.91%
"Jan 09, 2020","2,186.45","2,182.20","2,186.45","2,172.16",592.60M,1.63%
"Jan 08, 2020","2,151.31","2,156.27","2,162.32","2,137.72",913.83M,-1.11%
"Jan 07, 2020","2,175.54","2,166.60","2,181.62","2,164.27",568.24M,0.95%
"Jan 06, 2020","2,155.07","2,154.97","2,164.42","2,149.95",592.67M,-0.98%
"Jan 03, 2020","2,176.46","2,192.58","2,203.38","2,165.39",631.56M,0.06%
"Jan 02, 2020","2,175.17","2,201.21","2,202.32","2,171.84",494.68M,-1.02%
"Dec 30, 2019","2,197.67","2,202.62","2,208.04","2,195.65",416.40M,-0.30%
"Dec 27, 2019","2,204.21","2,183.70","2,215.55","2,177.40",490.17M,0.29%
"Dec 26, 2019","2,197.93","2,192.22","2,198.01","2,183.90",571.31M,0.36%
"Dec 24, 2019","2,190.08","2,206.23","2,206.23","2,187.58",569.97M,-0.62%
"Dec 23, 2019","2,203.71","2,208.22","2,209.20","2,196.43",502.03M,-0.02%
"Dec 20, 2019","2,204.18","2,205.57","2,206.82","2,194.80",646.68M,0.35%
"Dec 19, 2019","2,196.56","2,199.42","2,204.73","2,186.59",643.14M,0.08%
"Dec 18, 2019","2,194.76","2,194.92","2,204.04","2,187.32",591.11M,-0.04%
"Dec 17, 2019","2,195.68","2,179.40","2,196.01","2,171.09",599.53M,1.27%
"Dec 16, 2019","2,168.15","2,168.05","2,175.01","2,166.29",377.05M,-0.10%
"Dec 13, 2019","2,170.25","2,164.63","2,170.25","2,159.45",540.03M,1.54%
"Dec 12, 2019","2,137.35","2,120.13","2,138.93","2,120.13",584.64M,1.51%
"Dec 11, 2019","2,105.62","2,098.28","2,109.22","2,092.48",668.73M,0.36%
"Dec 10, 2019","2,098.00","2,081.22","2,100.48","2,080.16",500.06M,0.45%
"Dec 09, 2019","2,088.65","2,091.94","2,093.81","2,084.31",393.13M,0.33%
"Dec 06, 2019","2,081.85","2,072.44","2,084.44","2,070.17",440.19M,1.02%
"Dec 05, 2019","2,060.74","2,078.31","2,084.29","2,053.56",472.19M,-0.39%
"Dec 04, 2019","2,068.89","2,070.84","2,072.91","2,057.45",347.00M,-0.73%
"Dec 03, 2019","2,084.07","2,075.02","2,085.71","2,066.60",450.04M,-0.38%
"Dec 02, 2019","2,091.92","2,097.55","2,103.87","2,088.92",385.34M,0.19%
